CZ,Horizon,InputHist,InputMete,InputNWP,InputST,ModClass,Reference,ResMin,SS,TestLength,TrainLength,Type,Year
C,180,1,1,0,0,ML,SP,60,6.063,350,700,Sources,2015
C,1440,1,0,1,1,Hybrid,PerClim,60,-2.18,184,181,PV,2020
A,5,1,1,0,0,ML,Persistence,5,12.53,61,443,PV,2021
C,1440,1,0,1,1,ML,SP,60,46.0919540229885,731,730,PV,2019
C,60,1,1,0,1,ML,SP,60,11.7581836700489,90,1460,Sources,2021
C,30,1,0,1,0,ML,SP,15,-25.01,365,853,PV,2021
N,300,1,0,0,0,ML,Persistence,60,49.5703703703704,73,292,Sources,2018
B,1440,1,0,0,0,ML,Persistence,60,43.8698328935796,31,365,Sources,2021
D,40,1,1,0,0,ML,SP,10,19.17,731,1096,Sources,2022
C,60,1,0,0,0,ML,Persistence,60,-8.80874799801184,731,730,Sources,2019
C,120,1,1,0,0,ImageBased,SP,30,24.39,99,297,Sources,2013
C,360,1,1,1,0,Ens,SP,15,18.52,730,730,Sources,2020
C,60,1,1,0,1,Reg,SP,60,11.953,350,700,Sources,2015
B,60,1,1,0,0,TS,SP,60,-17,365,365,Sources,2022
B,30,1,1,0,0,ML,SP,15,10.74,274,548,Sources,2020
B,60,1,0,0,0,ML,Persistence,60,28.2,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,39.0314926660915,31,365,Sources,2021
B,25,1,0,0,0,ML,Persistence,5,62.2869955156951,121.666666666667,121.666666666667,Sources,2019
C,1440,1,0,1,1,Reg,SP,60,40.1098901098901,731,730,PV,2019
N,120,1,0,0,0,ML,Persistence,60,33.8763668823923,73,292,Sources,2018
C,20,1,0,0,0,ImageBased,SP,5,21.6,109.770833333333,154.1875,Sources,2018
C,120,0,1,0,0,ML,SP,60,11,365,1827,Sources,2021
B,1,1,1,0,0,TS,Persistence,0.0166666666666667,8.4,171,171,PV,2015
C,120,1,1,0,1,Reg,SP,60,5.623,350,700,Sources,2015
D,60,1,0,0,0,ML,Persistence,60,37.26,30,730,Sources,2019
C,1440,1,0,0,0,ImageBased,Persistence,360,-0.7,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,12.7264883520276,31,365,Sources,2021
C,120,1,1,0,0,Ens,SP,15,16.25,198,396,Sources,2020
C,60,1,1,0,0,ML,SP,60,19.5637695637696,730,2922,Sources,2021
C,60,1,1,0,1,Reg,SP,60,14.451,350,700,Sources,2015
C,180,0,0,0,0,ImageBased,Persistence,60,36,345,345,Sources,2019
D,60,1,0,0,0,ML,SP,60,67.32,31,2920,Sources,2016
D,1440,1,1,1,0,ML,Persistence,60,40,365,365,PV,2017
C,2880,1,0,1,0,ML,SP,15,41.16,365,853,PV,2021
C,2880,1,0,1,1,ImageBased,Persistence,60,14,184,181,PV,2018
B,15,1,0,0,0,ML,Persistence,15,-31.8,183,365,Sources,2017
B,60,1,1,0,1,ML,SP,60,-3.06289094998922,38,1460,Sources,2021
C,60,0,0,0,0,ImageBased,Persistence,60,8,345,345,Sources,2019
D,120,1,1,0,0,Ens,SP,15,14.52,274,548,Sources,2020
C,10,1,0,0,0,ImageBased,SP,1,11.3,186,178,Sources,2015
B,15,1,0,0,0,ML,Persistence,15,32.4,183,365,Sources,2017
A,60,1,1,0,0,Ens,Persistence,60,54,365,183,Sources,2019
C,60,0,0,0,0,ImageBased,SP,60,9.3,365,1675,Sources,2018
D,120,1,1,0,0,TS,SP,15,14.42,274,548,Sources,2020
C,60,1,0,0,0,TS,Persistence,60,27.7,365,0,PV,2017
B,90,1,1,0,0,ImageBased,PerClim,15,6.56,92,335,Sources,2022
B,60,1,1,0,0,Ens,SP,15,13.17,274,548,Sources,2020
B,30,1,1,0,0,Ens,SP,15,11.77,274,548,Sources,2020
N,180,1,0,0,0,ML,Persistence,60,34.4362745098039,73,292,Sources,2018
C,2880,0,1,1,0,Hybrid,SP,60,34.5238095238095,365,365,Sources,2015
C,180,1,1,0,1,ML,Persistence,15,77.1,109.5,255.5,Sources,2016
C,120,1,0,0,0,TS,SP,15,6,365,365,PV,2017
C,2880,1,0,0,1,Ens,Persistence,60,17,184,181,PV,2018
A,30,1,1,0,0,Ens,SP,15,14.11,274,548,Sources,2020
C,30,1,0,1,0,ML,Persistence,30,18.9,109.5,511,PV,2019
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,29,184,181,PV,2018
B,120,1,1,0,1,Reg,SP,60,6.198,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
N,15,1,1,0,0,ML,Persistence,15,17.7293934681182,146,585,Sources,2018
C,60,1,1,0,1,Reg,SP,60,24.699,350,700,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,32.6,183,365,Sources,2017
D,60,1,1,0,0,Ens,SP,60,39.35,110,256,Sources,2018
B,60,1,0,0,0,ML,Persistence,60,35.9569975043195,731,730,Sources,2019
B,60,1,1,0,1,ML,SP,60,30.5131384505631,271,1460,Sources,2021
B,1440,1,0,0,0,ML,Persistence,360,36.1,183,365,Sources,2017
C,60,1,1,0,0,Hybrid,SP,60,11.61,120,5114,Sources,2020
C,60,1,1,0,0,Reg,SP,60,2.484,350,700,Sources,2015
B,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
C,720,1,1,0,0,ML,SP,60,43.74,122,5114,Sources,2020
N,180,1,0,0,0,ML,Persistence,60,24.6323529411765,73,292,Sources,2018
D,60,1,1,0,0,Ens,SP,60,52.1,27,63,Sources,2018
D,60,1,1,0,0,TS,SP,15,10.59,274,548,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,31,184,181,PV,2018
C,15,1,1,0,0,ImageBased,SP,15,13.9,181,731,Sources,2021
C,105,1,1,0,0,TS,SP,15,14.97,274,548,Sources,2020
B,240,0,1,1,0,ML,SP,60,30.14,91,274,Sources,2016
A,15,1,0,0,1,TS,Persistence,15,9.32463545663853,365,365,Sources,2016
C,30,1,0,1,0,ML,Persistence,30,4.6,109.5,511,PV,2019
E,60,1,1,0,0,Ens,Persistence,60,15,365,183,Sources,2019
C,1440,1,0,0,0,ImageBased,Persistence,60,20,365,0,PV,2018
C,2880,1,0,1,1,TS,Persistence,60,24.2,365,365,PV,2019
A,60,1,1,0,0,Ens,Persistence,60,40,365,183,Sources,2019
B,360,1,0,0,0,Reg,SP,60,29.4451684974865,365,1095,Sources,2022
N,180,1,1,0,1,Reg,SP,60,35.276,350,700,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,22.6,365,365,PV,2019
D,60,1,1,0,0,TS,SP,60,4.13,27,64,Sources,2018
B,360,1,1,0,1,ML,SP,60,30.8516638465877,183,548,Sources,2015
D,60,1,1,0,0,ML,SP,10,16.85,731,1096,Sources,2020
C,75,1,0,1,0,TS,SP,15,11.82,365,853,PV,2021
D,60,1,0,0,0,ML,Persistence,60,20.86,30,730,Sources,2019
B,1440,1,0,0,0,ML,Persistence,360,42.7,183,365,Sources,2017
D,60,1,1,0,0,ML,SP,10,14.77,731,1096,Sources,2020
C,5,1,1,0,0,ImageBased,SP,5,9.1,146,183,Sources,2015
C,20,1,0,0,0,ImageBased,Persistence,5,20,165,231,Sources,2019
C,1440,0,0,1,0,ImageBased,Persistence,60,32,304,0,PV,2011
C,60,1,1,0,1,ML,SP,60,29.7871525623645,90,1460,Sources,2021
D,120,1,0,0,1,Reg,SP,30,13.75,365,365,Sources,2018
C,60,1,0,0,0,ML,Persistence,60,1.5,183,365,Sources,2017
C,1440,1,0,1,0,Reg,SP,60,35.7843137254902,731,730,PV,2019
A,240,1,0,1,0,ML,SP,60,29.1,365,366,Sources,2016
C,15,1,0,0,0,ML,Persistence,15,-82.3,183,365,Sources,2017
B,360,1,0,0,0,ImageBased,SP,60,68.1,730,731,PV,2018
N,60,1,1,0,0,ML,SP,60,10.768,350,700,Sources,2015
C,60,1,1,0,0,ML,Persistence,30,34.4950907081085,68,267,Sources,2016
B,60,1,1,0,0,Ens,Persistence,60,51,365,183,Sources,2019
B,60,1,1,0,0,TS,SP,60,95,365,365,Sources,2022
C,180,1,1,0,1,Reg,SP,60,12.344,350,700,Sources,2015
C,1440,1,0,0,0,Ens_Hyb,Persistence,60,30,365,0,PV,2018
A,60,1,1,0,0,Ens,Persistence,60,19,365,183,Sources,2019
B,60,1,0,0,0,ML,Persistence,60,18,183,365,Sources,2017
C,180,1,1,0,0,ML,Persistence,60,58.3418033977058,365,366,Sources,2015
C,60,1,0,0,0,ML,Persistence,60,15.1,183,365,Sources,2017
C,1440,1,0,0,0,ML,Persistence,360,41.1,183,365,Sources,2017
D,60,1,1,0,0,Ens,Persistence,60,40,365,183,Sources,2019
B,120,1,1,0,0,ML,SP,60,8.98876404494381,183,548,Sources,2015
C,150,1,0,1,0,ML,SP,15,25.05,365,853,PV,2021
C,720,1,1,0,0,ML,SP,60,35.29,92,5114,Sources,2020
D,60,1,1,0,0,Reg,SP,60,50,27,63,Sources,2018
N,120,1,1,0,1,Reg,SP,60,20.308,350,700,Sources,2015
C,15,0,0,0,0,ImageBased,SP,15,-20.9,181,731,Sources,2021
B,180,1,1,0,0,Reg,SP,60,3.305,350,700,Sources,2015
C,1440,0,0,1,1,ML,Persistence,60,49.9,365,2556,Sources,2018
D,60,1,1,0,0,Ens,SP,60,51.9,27,63,Sources,2018
C,120,1,0,1,0,TS,SP,15,19.83,365,853,PV,2021
C,360,0,0,0,0,ImageBased,SP,15,32.5,181,731,Sources,2021
B,240,0,1,1,0,ML,SP,60,31.62,91,274,Sources,2016
B,60,1,1,0,0,ML,SP,60,-0.484,350,700,Sources,2015
C,120,0,0,0,0,ImageBased,SP,60,5.4,365,1675,Sources,2018
D,1440,0,0,1,1,ML,Persistence,60,49.5,365,2556,Sources,2018
B,105,1,1,0,0,ML,SP,15,14.22,274,548,Sources,2020
B,60,1,1,0,1,Hybrid,SP,60,44.13,365,1460,Sources,2021
C,180,0,0,0,0,ImageBased,SP,15,27.9,181,731,Sources,2021
C,2880,1,0,0,1,Ens,Persistence,60,19,184,181,PV,2018
B,180,1,1,0,1,Reg,SP,60,22.442,350,700,Sources,2015
C,60,0,0,0,0,ImageBased,SP,30,12.61,99,297,Sources,2013
C,1440,0,1,1,0,Hybrid,SP,60,25,365,365,Sources,2015
C,180,1,1,0,0,ML,SP,60,7.581,350,700,Sources,2015
C,180,1,1,0,1,Reg,SP,60,11.884,350,700,Sources,2015
C,60,1,1,1,1,TS,Persistence,60,60,90,180,Sources,2021
A,60,1,1,0,0,Ens,SP,15,16.45,274,548,Sources,2020
B,5,1,1,0,1,ImageBased,SP,1,19.65,46,0,Sources,2015
N,60,1,1,0,1,Reg,SP,60,10.18,350,700,Sources,2015
D,90,1,0,0,0,TS,SP,30,7.01,365,365,Sources,2018
C,180,1,1,0,0,ML,SP,60,6.375,350,700,Sources,2015
B,60,1,0,0,0,ML,PerClim,60,3.46,366,1095,Sources,2021
E,1440,0,0,1,1,ML,Persistence,60,51.4,365,2556,Sources,2018
B,120,1,0,0,0,ML,Persistence,60,71.8987341772152,1338.33333333333,1338.33333333333,Sources,2019
C,180,1,1,0,1,Reg,SP,60,14.263,350,700,Sources,2015
C,240,0,0,0,0,ImageBased,SP,60,20.9,365,1675,Sources,2018
C,120,1,1,0,1,Reg,SP,60,15.051,350,700,Sources,2015
A,300,1,0,1,0,TS,SP,60,29,365,366,Sources,2016
C,60,1,1,1,1,TS,Persistence,60,48,90,180,Sources,2021
C,2880,1,0,1,1,TS,Persistence,60,19.7,365,365,PV,2019
C,240,1,0,0,0,ImageBased,SP,60,60.7,180,180,PV,2018
A,5,1,0,0,1,TS,SP,5,15,304,183,Sources,2018
B,120,1,1,0,0,Hybrid,Persistence,60,10.68,150,580,Sources,2022
C,30,1,1,0,0,Hybrid,SP,30,20.65,92,7305,Sources,2020
B,60,1,0,0,0,Reg,Persistence,60,61.7326732673267,731,730,Sources,2019
C,720,1,1,0,0,ML,SP,60,44.69,365,5114,Sources,2020
C,120,1,1,0,1,Reg,SP,60,15.408,350,700,Sources,2015
C,1440,0,1,0,0,ML,Persistence,60,44.24,365,2556,Sources,2019
B,60,1,1,0,0,Ens_Hyb,SP,60,34.0134071699213,730,2922,Sources,2021
C,1440,1,0,1,1,ML,SP,60,43.4065934065934,731,730,PV,2019
A,120,1,1,0,0,ML,SP,15,22.27,274,548,Sources,2020
B,150,1,1,0,0,ImageBased,PerClim,15,8.05,335,335,Sources,2022
C,720,1,1,1,0,ImageBased,Persistence,15,36.2,365,0,PV,2021
E,60,1,0,0,0,ML,Persistence,60,20.5,183,365,Sources,2017
C,120,1,0,1,0,TS,SP,15,21.66,365,853,PV,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
C,10,1,0,0,0,ML,Persistence,10,7.6,109.5,547.5,PV,2019
C,1440,1,1,1,1,Ens_Hyb,Persistence,60,27.8620689655173,365,365,Sources,2015
D,60,1,0,0,0,ML,Persistence,60,74.18,30,730,Sources,2019
D,240,1,1,0,0,Reg,Persistence,60,41.96,365,0,Sources,2018
C,240,1,0,0,0,ML,Persistence,60,44.6738774172403,73,292,Sources,2019
A,60,1,1,0,0,Hybrid,SP,60,15.3,365,4383,Sources,2021
C,60,1,0,0,0,ML,Persistence,60,42.6226379079977,365,1095,Sources,2019
C,105,1,1,0,0,ML,SP,15,14.38,274,548,Sources,2020
C,60,1,1,0,0,TS,Persistence,60,37.5621163402514,365,366,Sources,2015
C,120,1,1,0,0,ML,Persistence,60,52.7176781002639,365,366,Sources,2015
C,240,1,0,0,0,ML,Persistence,60,43.8708620124549,73,292,Sources,2019
A,120,1,1,0,0,TS,SP,60,14.57,365,366,Sources,2015
C,75,1,0,1,0,ML,SP,15,11.99,365,853,PV,2021
N,60,1,0,0,0,ML,Persistence,60,18,183,365,Sources,2017
D,60,0,0,0,0,ImageBased,SP,10,25.14,731,1096,Sources,2020
E,60,1,1,0,0,Ens,Persistence,60,-17,365,183,Sources,2019
C,60,1,0,0,0,ML,Persistence,60,18.1623931623932,73,292,Sources,2019
C,120,1,1,0,1,Reg,SP,60,15.545,350,700,Sources,2015
N,120,1,0,0,0,ML,Persistence,60,34.345012274046,73,292,Sources,2018
C,60,1,1,0,0,Ens_Hyb,SP,60,29.125118708452,730,2922,Sources,2021
B,60,1,1,0,0,ML,SP,60,19.08,219,876,Sources,2018
C,30,1,0,0,0,ML,SP,5,10.4,366,730,Sources,2021
C,180,1,1,1,0,ImageBased,SP,30,34,365,0,Sources,2017
C,60,1,1,0,0,ML,SP,30,12.9964523665311,68,267,Sources,2016
C,1440,0,0,1,1,ML,Persistence,60,58,365,2556,Sources,2018
C,60,1,1,0,1,ML,SP,60,12.1479686057248,38,1460,Sources,2021
C,15,1,1,0,0,ImageBased,SP,5,24.2,146,183,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,17.9,365,365,PV,2019
B,120,1,0,0,0,ML,Persistence,60,61.2658227848101,1338.33333333333,1338.33333333333,Sources,2019
D,5,1,0,0,0,ML,Persistence,1,40.8485540334855,365,292,Sources,2022
D,60,1,0,0,1,ML,SP,30,13.43,365,365,Sources,2018
C,60,1,1,0,0,ML,SP,15,13.11,274,548,Sources,2020
C,240,1,1,0,0,TS,SP,60,65.7,365,365,Sources,2022
C,720,1,1,1,0,ImageBased,PerClim,15,34.2,365,0,PV,2021
C,60,1,1,0,0,Ens_Hyb,SP,60,33.8073128264655,730,2922,Sources,2021
B,180,1,1,0,0,ML,SP,60,19.5184426229508,273.75,821.25,Sources,2015
C,60,1,1,0,1,Reg,SP,60,13.214,350,700,Sources,2015
C,1500,1,0,0,0,TS,Persistence,60,25.8,365,0,PV,2017
C,180,1,1,0,1,Reg,SP,60,4.708,350,700,Sources,2015
C,300,1,0,0,0,ML,Persistence,60,27.3471352912855,73,292,Sources,2019
B,180,1,1,0,1,Reg,SP,60,6.032,350,700,Sources,2015
C,2880,1,0,1,1,ImageBased,Persistence,60,31,184,181,PV,2018
C,240,0,0,0,0,ImageBased,SP,60,23.8,365,1675,Sources,2018
C,360,0,1,0,0,ML,SP,60,38.8888888888889,219,876,Sources,2018
B,60,0,1,1,0,ML,SP,60,7.42,91,274,Sources,2016
C,60,1,0,0,0,ML,SP,5,18.8,91,183,Sources,2015
C,60,1,1,0,0,ML,SP,15,11.55,198,396,Sources,2020
C,120,0,1,0,0,ML,SP,60,1.1,365,1827,Sources,2021
C,60,1,1,0,0,ML,SP,60,12.54,365,3285,Sources,2021
D,240,1,1,1,1,ML,SP,15,33.6,365,365,PV,2017
B,10,1,0,0,0,ImageBased,SP,5,21.8,1,7,PV,2015
D,30,1,0,0,0,ImageBased,SP,15,20.44,120,0,Sources,2020
C,15,1,0,0,0,ML,SP,5,12,91,183,Sources,2015
B,60,1,1,0,1,Hybrid,SP,60,42.6439050312198,90,1460,Sources,2021
C,20,1,0,0,0,ML,Persistence,10,1.6,109.5,547.5,PV,2019
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,30,184,181,PV,2018
C,1440,1,0,0,0,ML,Persistence,360,19.6,183,365,Sources,2017
C,60,0,1,0,0,ML,SP,60,10.5,365,1827,Sources,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,36,184,181,PV,2018
B,180,1,1,0,1,Reg,SP,60,8.458,350,700,Sources,2015
C,30,1,1,0,0,ImageBased,SP,5,26.8,146,183,Sources,2015
N,180,1,1,0,0,ML,SP,60,31.068,350,700,Sources,2015
B,120,0,1,1,0,Ens,Persistence,15,13.99,731,0,Sources,2019
C,180,1,1,0,0,Reg,Persistence,60,66.0827881455576,365,730,Sources,2022
C,2160,1,0,0,0,TS,Persistence,60,27.8,365,0,PV,2017
C,2880,1,0,1,1,TS,Persistence,60,21.5,365,365,PV,2019
C,1440,1,0,0,0,ML,Persistence,360,37.8,183,365,Sources,2017
D,180,0,1,0,0,ImageBased,SP,15,9.3,123,0,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
C,60,1,1,0,1,ML,SP,60,-5.54713508539257,271,1460,Sources,2021
C,5,1,1,0,1,ImageBased,Persistence,1,7,29,183,PV,2021
C,1440,0,0,1,1,ML,Persistence,60,52.4,365,2556,Sources,2018
C,120,1,0,0,0,ML,Persistence,60,9.00985452839041,219,876,Sources,2018
C,15,1,0,0,0,ImageBased,SP,1,17.11,20,170,PV,2019
D,15,1,1,0,0,TS,SP,15,10.43,274,548,Sources,2020
C,120,1,1,0,0,Hybrid,SP,60,36.67,122,5114,Sources,2020
C,1020,1,1,1,1,TS,Persistence,60,60,90,180,Sources,2021
D,60,1,0,0,0,ML,Persistence,60,46.7113643982568,731,730,Sources,2019
C,60,1,1,0,1,Reg,SP,60,4,350,700,Sources,2015
B,180,1,0,0,0,ML,SP,60,22.7235725084312,365,1095,Sources,2022
B,60,1,1,0,1,Hybrid,SP,60,32.4189356750972,271,1460,Sources,2021
D,60,1,0,0,0,ImageBased,Persistence,60,-27.7,183,365,Sources,2017
C,60,1,1,0,0,Reg,SP,60,1.156,350,700,Sources,2015
C,240,1,0,0,0,ML,SP,10,6.7199654278306,365,365,Sources,2021
C,720,1,1,1,0,ImageBased,Persistence,15,40.2,365,0,PV,2021
B,5,1,0,0,0,ML,Persistence,5,39.0012914334912,121.666666666667,121.666666666667,Sources,2019
B,60,1,1,0,1,Reg,SP,60,4.208,350,700,Sources,2015
D,60,1,0,0,0,ML,Persistence,60,30.73,31,730,Sources,2019
D,1440,1,0,0,0,ML,Persistence,360,28.4,183,365,Sources,2017
B,5,1,0,0,0,ImageBased,SP,5,11.2,1,7,PV,2015
N,180,1,1,0,1,Reg,SP,60,35.864,350,700,Sources,2015
B,240,1,1,0,0,Reg,Persistence,60,39.78,365,0,Sources,2018
C,180,1,1,0,1,Reg,SP,60,8.497,350,700,Sources,2015
C,1440,0,0,1,1,ML,Persistence,60,54.6,365,2556,Sources,2018
C,5,1,0,0,0,TS,SP,0.166666666666667,15,365,0,PV,2019
C,360,1,1,0,0,Hybrid,SP,30,57.5,365,7305,Sources,2020
C,300,0,0,0,0,ImageBased,SP,60,21,365,1675,Sources,2018
C,30,1,0,1,0,Hybrid,Persistence,30,21.8,109.5,511,PV,2019
N,60,1,1,0,0,ML,SP,60,12.067,350,700,Sources,2015
C,60,1,1,0,0,ML,SP,60,20.3811182046818,730,2922,Sources,2021
C,75,1,0,1,0,ML,SP,15,1.15,365,853,PV,2021
A,1800,1,0,0,0,TS,Persistence,30,29.65,335,30,PV,2016
C,60,1,0,1,0,TS,SP,15,14.08,365,853,PV,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,36,184,181,PV,2018
C,240,0,0,0,0,ImageBased,SP,60,17.4,365,1675,Sources,2018
B,60,1,1,0,0,Hybrid,PerClim,60,39.04,366,1461,Sources,2021
C,120,1,1,0,0,TS,Persistence,60,50.9410729991205,365,366,Sources,2015
C,60,1,1,0,0,ML,SP,60,3.223,350,700,Sources,2015
D,60,1,1,0,0,Ens,SP,60,57.8,27,63,Sources,2018
C,60,0,0,0,0,ImageBased,SP,60,16.8,365,1675,Sources,2018
B,60,1,1,0,1,Reg,SP,60,15.908,350,700,Sources,2015
C,2880,1,0,0,1,Ens,Persistence,60,11,184,181,PV,2018
D,40,1,1,0,0,ML,SP,10,18.54,731,1096,Sources,2020
C,15,1,0,0,0,ML,Persistence,15,-24,183,365,Sources,2017
D,60,1,0,0,0,ML,Persistence,60,22.35,31,730,Sources,2019
C,1440,1,0,1,1,Hybrid,PerClim,60,15.65,184,181,PV,2020
D,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
D,60,1,1,0,0,Ens,SP,60,49.4,28,64,Sources,2018
D,1440,1,0,0,0,ML,Persistence,360,28.3,183,365,Sources,2017
A,45,1,0,0,0,ML,SP,5,12.8,91,183,Sources,2015
D,5,1,0,0,0,ML,Persistence,1,76.5720350225524,365,292,Sources,2022
A,1440,1,1,0,0,Reg,Persistence,60,50,365,1096,Sources,2017
A,15,1,0,0,0,ML,Persistence,15,0.6,183,365,Sources,2017
C,300,1,1,0,0,TS,SP,60,10.22,365,366,Sources,2015
A,240,1,1,0,0,TS,SP,60,13.54,365,366,Sources,2015
B,60,1,1,0,1,Hybrid,SP,60,39.2771061471599,90,1460,Sources,2021
C,2880,1,0,0,1,Ens,Persistence,60,19,184,181,PV,2018
D,1440,0,1,0,0,ML,Persistence,60,44.26,365,3652,Sources,2019
E,60,1,1,0,0,TS,Persistence,60,-6,365,183,Sources,2019
C,1440,1,1,1,0,Ens,Persistence,60,44.8304383788255,365,395,PV,2018
C,15,1,0,1,0,TS,SP,15,4.43,365,853,PV,2021
A,240,1,1,0,0,ML,SP,60,26.31,365,366,Sources,2015
C,60,1,1,0,0,ML,SP,30,6.22,90,7305,Sources,2020
D,60,1,1,1,0,Hybrid,Persistence,60,44.77,365,1461,Sources,2020
A,30,1,1,0,0,ML,SP,15,14.87,274,548,Sources,2020
D,10,1,1,0,0,ML,Persistence,10,3.58,10,365,Sources,2021
D,60,1,0,0,0,ML,Persistence,60,72.84,31,730,Sources,2019
B,45,1,1,0,0,ML,SP,15,10.98,274,548,Sources,2020
B,20,1,1,0,0,ImageBased,SP,1,6.7,41,124,Sources,2017
N,180,1,1,0,1,Reg,SP,60,31.284,350,700,Sources,2015
C,360,1,0,0,0,ImageBased,SP,60,68.5,730,731,PV,2018
C,240,1,1,0,0,TS,SP,60,8.43,365,366,Sources,2015
D,30,1,1,0,0,ML,SP,10,9.97,731,1096,Sources,2020
B,300,1,1,0,1,ML,SP,60,16.6077738515901,183,548,Sources,2015
C,180,1,1,0,1,Reg,SP,60,15.391,350,700,Sources,2015
C,45,1,0,1,0,TS,SP,15,9.47,365,853,PV,2021
D,15,0,1,0,0,Ens,Persistence,15,12.5,37,292,Sources,2020
C,60,1,1,0,1,Reg,SP,60,5.721,350,700,Sources,2015
D,60,1,1,0,0,Ens,SP,60,45.85,110,256,Sources,2018
D,60,1,0,0,0,ML,SP,60,37.39,31,2920,Sources,2016
D,15,1,0,0,0,ML,Persistence,15,-30.2,183,365,Sources,2017
C,30,1,0,0,0,ImageBased,SP,5,29.6,109.770833333333,154.1875,Sources,2018
C,1440,0,0,1,1,ImageBased,Persistence,60,42.3,304,0,PV,2011
C,2880,1,1,1,0,ImageBased,PerClim,15,30.4,365,0,PV,2021
C,105,1,0,1,0,TS,SP,15,17.61,365,853,PV,2021
B,60,1,1,0,0,ML,PerClim,60,14.9,366,1461,Sources,2021
C,60,1,1,0,1,ML,SP,60,43.1256886011525,90,1460,Sources,2021
C,60,1,1,0,1,Reg,SP,60,2.609,350,700,Sources,2015
C,240,1,0,0,0,TS,Persistence,60,31.2,365,0,PV,2017
E,60,1,1,0,0,Ens,Persistence,60,20,365,183,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,27.2,365,365,PV,2019
B,180,1,1,0,0,Hybrid,Persistence,60,21.05,150,580,Sources,2022
B,120,1,1,0,1,Reg,SP,60,10.413,350,700,Sources,2015
C,1440,0,1,0,0,ML,Persistence,60,41.51,365,2556,Sources,2019
E,60,1,1,0,0,Ens,Persistence,60,0.6,365,183,Sources,2019
C,180,1,1,0,1,Reg,SP,60,37.607,350,700,Sources,2015
C,120,1,1,0,1,Reg,SP,60,29.762,350,700,Sources,2015
C,300,1,1,1,0,ImageBased,SP,1,0,730,730,Sources,2020
C,180,1,1,0,0,ML,SP,60,15.45,365,366,Sources,2015
C,2880,1,0,0,1,TS,Persistence,60,20,184,181,PV,2018
C,30,1,1,0,0,ImageBased,SP,15,19.5,181,731,Sources,2021
C,300,1,0,0,0,ML,Persistence,60,34.5104697226938,219,876,Sources,2018
B,120,1,1,0,1,Reg,SP,60,10.284,350,700,Sources,2015
D,15,1,0,0,0,ML,Persistence,1,43.1578947368421,365,292,Sources,2022
B,240,0,1,1,0,ML,SP,60,31.86,91,274,Sources,2016
C,15,1,1,0,0,ML,SP,15,12.54,198,396,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,27,184,181,PV,2018
C,360,1,1,0,0,ML,SP,30,10.38,365,7305,Sources,2020
B,300,1,1,0,0,ML,SP,60,25.255391600454,183,548,Sources,2015
D,10,1,1,0,0,ImageBased,Persistence,10,24.85,10,365,Sources,2021
B,1440,1,1,1,0,NWP,Persistence,60,34.52,731,0,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,17.9,365,365,PV,2019
B,1440,1,0,0,0,ImageBased,Persistence,360,47.2,183,365,Sources,2017
C,120,1,0,0,0,ML,Persistence,60,32.0498301245753,219,876,Sources,2018
C,1440,1,1,0,0,ML,Persistence,60,51.14,365,2556,Sources,2019
C,60,1,1,0,0,ML,Persistence,60,43.1864604610447,877,3506,Sources,2017
B,15,1,0,0,0,ML,Persistence,5,5.18575851393189,121.666666666667,121.666666666667,Sources,2019
B,120,1,1,0,1,Reg,SP,60,4.403,350,700,Sources,2015
B,180,1,1,0,1,Reg,SP,60,23.375,350,700,Sources,2015
C,120,1,1,0,0,ML,Persistence,15,70.4,109.5,255.5,Sources,2016
C,60,1,1,0,0,ML,SP,60,1.5370284117373,365,366,Sources,2015
C,60,1,1,0,0,Hybrid,PerClim,60,29.24,366,730,Sources,2021
B,5,1,0,0,0,TS,Persistence,5,2.97,365,365,Sources,2019
A,0.166666666666667,1,0,0,1,TS,SP,0.166666666666667,29.6,334,214,PV,2019
D,60,1,0,0,0,ML,SP,60,23.7,31,2920,Sources,2016
A,60,1,1,0,0,ML,SP,60,11.22,365,3285,Sources,2021
C,2880,1,0,0,1,Ens,Persistence,60,11,184,181,PV,2018
N,180,1,1,0,1,Reg,SP,60,37.782,350,700,Sources,2015
